section_id,file_id,url,heading_markdown,section_code,local_readme_file,heading_level,section_contents
3384,294,https://github.com/ccbabi/demo-redux-todo,"## Adding a CSS Preprocessor (Sass, Less etc.)",3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3385,294,https://github.com/ccbabi/demo-redux-todo,## Adding Images and Fonts,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3386,294,https://github.com/ccbabi/demo-redux-todo,## Using the `public` Folder,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3387,294,https://github.com/ccbabi/demo-redux-todo,### Changing the HTML,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3388,294,https://github.com/ccbabi/demo-redux-todo,### Adding Assets Outside of the Module System,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3389,294,https://github.com/ccbabi/demo-redux-todo,### When to Use the `public` Folder,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3390,294,https://github.com/ccbabi/demo-redux-todo,## Using Global Variables,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3391,294,https://github.com/ccbabi/demo-redux-todo,## Adding Bootstrap,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3392,294,https://github.com/ccbabi/demo-redux-todo,### Using a Custom Theme,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3393,294,https://github.com/ccbabi/demo-redux-todo,## Adding Flow,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3394,294,https://github.com/ccbabi/demo-redux-todo,## Adding Custom Environment Variables,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3395,294,https://github.com/ccbabi/demo-redux-todo,### Referencing Environment Variables in the HTML,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3396,294,https://github.com/ccbabi/demo-redux-todo,### Adding Temporary Environment Variables In Your Shell,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3397,294,https://github.com/ccbabi/demo-redux-todo,#### Windows (cmd.exe),3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3398,294,https://github.com/ccbabi/demo-redux-todo,"#### Linux, macOS (Bash)",3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3399,294,https://github.com/ccbabi/demo-redux-todo,### Adding Development Environment Variables In `.env`,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3400,294,https://github.com/ccbabi/demo-redux-todo,## Can I Use Decorators?,36,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3401,294,https://github.com/ccbabi/demo-redux-todo,## Integrating with an API Backend,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3402,294,https://github.com/ccbabi/demo-redux-todo,### Node,6,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3403,294,https://github.com/ccbabi/demo-redux-todo,### Ruby on Rails,6,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3404,294,https://github.com/ccbabi/demo-redux-todo,## Proxying API Requests in Development,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3405,294,https://github.com/ccbabi/demo-redux-todo,## Using HTTPS in Development,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3406,294,https://github.com/ccbabi/demo-redux-todo,#### Windows (cmd.exe),3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3407,294,https://github.com/ccbabi/demo-redux-todo,"#### Linux, macOS (Bash)",3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3408,294,https://github.com/ccbabi/demo-redux-todo,## Generating Dynamic `<meta>` Tags on the Server,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3409,294,https://github.com/ccbabi/demo-redux-todo,## Pre-Rendering into Static HTML Files,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3410,294,https://github.com/ccbabi/demo-redux-todo,## Injecting Data from the Server into the Page,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3411,294,https://github.com/ccbabi/demo-redux-todo,## Running Tests,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3412,294,https://github.com/ccbabi/demo-redux-todo,### Filename Conventions,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3413,294,https://github.com/ccbabi/demo-redux-todo,### Command Line Interface,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3414,294,https://github.com/ccbabi/demo-redux-todo,### Version Control Integration,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3415,294,https://github.com/ccbabi/demo-redux-todo,### Writing Tests,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3416,294,https://github.com/ccbabi/demo-redux-todo,### Testing Components,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3417,294,https://github.com/ccbabi/demo-redux-todo,### Using Third Party Assertion Libraries,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3418,294,https://github.com/ccbabi/demo-redux-todo,### Initializing Test Environment,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3419,294,https://github.com/ccbabi/demo-redux-todo,#### `src/setupTests.js`,3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3420,294,https://github.com/ccbabi/demo-redux-todo,### Focusing and Excluding Tests,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3421,294,https://github.com/ccbabi/demo-redux-todo,### Coverage Reporting,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3422,294,https://github.com/ccbabi/demo-redux-todo,### Continuous Integration,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3423,294,https://github.com/ccbabi/demo-redux-todo,### On CI servers,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3424,294,https://github.com/ccbabi/demo-redux-todo,#### Travis CI,36,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3425,294,https://github.com/ccbabi/demo-redux-todo,### On your own environment,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3426,294,https://github.com/ccbabi/demo-redux-todo,##### Windows (cmd.exe),3,ccbabi.demo-redux-todo.md,5,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3427,294,https://github.com/ccbabi/demo-redux-todo,"##### Linux, macOS (Bash)",3,ccbabi.demo-redux-todo.md,5,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3428,294,https://github.com/ccbabi/demo-redux-todo,### Disabling jsdom,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3429,294,https://github.com/ccbabi/demo-redux-todo,### Snapshot Testing,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3430,294,https://github.com/ccbabi/demo-redux-todo,### Editor Integration,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3431,294,https://github.com/ccbabi/demo-redux-todo,## Developing Components in Isolation,36,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3432,294,https://github.com/ccbabi/demo-redux-todo,## Making a Progressive Web App,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3433,294,https://github.com/ccbabi/demo-redux-todo,## Deployment,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3434,294,https://github.com/ccbabi/demo-redux-todo,### Static Server,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3435,294,https://github.com/ccbabi/demo-redux-todo,### Other Solutions,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3436,294,https://github.com/ccbabi/demo-redux-todo,### Serving Apps with Client-Side Routing,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3437,294,https://github.com/ccbabi/demo-redux-todo,### Building for Relative Paths,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3438,294,https://github.com/ccbabi/demo-redux-todo,#### Serving the Same Build from Different Paths,3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3439,294,https://github.com/ccbabi/demo-redux-todo,### Azure,36,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3440,294,https://github.com/ccbabi/demo-redux-todo,### Firebase,36,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3441,294,https://github.com/ccbabi/demo-redux-todo,### GitHub Pages,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3442,294,https://github.com/ccbabi/demo-redux-todo,#### Step 1: Add `homepage` to `package.json`,3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3443,294,https://github.com/ccbabi/demo-redux-todo,#### Step 2: Install `gh-pages` and add `deploy` to `scripts` in `package.json`,3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3444,294,https://github.com/ccbabi/demo-redux-todo,#### Step 3: Deploy the site by running `npm run deploy`,3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3445,294,https://github.com/ccbabi/demo-redux-todo,#### Step 4: Ensure your project’s settings use `gh-pages`,3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3446,294,https://github.com/ccbabi/demo-redux-todo,"#### Step 5: Optionally, configure the domain",3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3447,294,https://github.com/ccbabi/demo-redux-todo,#### Notes on client-side routing,3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3448,294,https://github.com/ccbabi/demo-redux-todo,### Heroku,36,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3449,294,https://github.com/ccbabi/demo-redux-todo,#### Resolving Heroku Deployment Errors,3,ccbabi.demo-redux-todo.md,4,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3450,294,https://github.com/ccbabi/demo-redux-todo,"##### Module not found: Error: Cannot resolve 'file' or 'directory'""""",3,ccbabi.demo-redux-todo.md,5,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3451,294,https://github.com/ccbabi/demo-redux-todo,"##### Could not find a required file.""""",3,ccbabi.demo-redux-todo.md,5,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3452,294,https://github.com/ccbabi/demo-redux-todo,### Modulus,36,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3453,294,https://github.com/ccbabi/demo-redux-todo,## Netlify,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3454,294,https://github.com/ccbabi/demo-redux-todo,### Now,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3455,294,https://github.com/ccbabi/demo-redux-todo,### S3 and CloudFront,36,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3456,294,https://github.com/ccbabi/demo-redux-todo,### Surge,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3457,294,https://github.com/ccbabi/demo-redux-todo,## Advanced Configuration,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3458,294,https://github.com/ccbabi/demo-redux-todo,## Troubleshooting,3,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3459,294,https://github.com/ccbabi/demo-redux-todo,### `npm start` doesn’t detect changes,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3460,294,https://github.com/ccbabi/demo-redux-todo,### `npm test` hangs on macOS Sierra,36,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3461,294,https://github.com/ccbabi/demo-redux-todo,### `npm run build` silently fails,3,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3462,294,https://github.com/ccbabi/demo-redux-todo,### `npm run build` fails on Heroku,36,ccbabi.demo-redux-todo.md,3,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
3463,294,https://github.com/ccbabi/demo-redux-todo,## Something Missing?,6,ccbabi.demo-redux-todo.md,2,This project was bootstrapped with [Create React App](https://github.com/facebookincubator/create-react-app).  Below you will find some information on how to perform common tasks.<br> You can find the most recent version of this guide [here](https://github.com/facebookincubator/create-react-app/blob/master/packages/react-scripts/template/README.md). 
